severity,code,sheet,row,project,client,field,message,amount
warn,DEBT_NO_PLAN_DATE,bez_ryb_NK,133,ЖК Новое К,,,Дебиторка без даты плана поступления,287048.06
warn,PLACEHOLDER_DATE,bez_ryb_NK,133,ЖК Новое К,,Срок подписание акта по п 4.6,Placeholder: 09.01.1900,
warn,DEBT_NO_PLAN_DATE,bez_ryb_NK,134,ЖК Астрид,,,Дебиторка без даты плана поступления,425589.99
warn,DEBT_NO_PLAN_DATE,bez_ryb_NK,135,ЖК Астрид,,,Дебиторка без даты плана поступления,228370.58
warn,DEBT_NO_PLAN_DATE,bez_ryb_NK,136,ЖК Курортный,,,Дебиторка без даты плана поступления,575041.2
warn,DEBT_NO_PLAN_DATE,bez_ryb_NK,137,ЖК Курортный,,,Дебиторка без даты плана поступления,287784.93
warn,DEBT_NO_PLAN_DATE,bez_ryb_NK,138,ЖК Курортный,,,Дебиторка без даты плана поступления,461430.77
warn,DEBT_NO_PLAN_DATE,bez_ryb_NK,139,ЖК Курортный,,,Дебиторка без даты плана поступления,932969.73
warn,DEBT_NO_PLAN_DATE,bez_ryb_NK,140,ЖК Космонавтов 11,,,Дебиторка без даты плана поступления,1486782.15
warn,DEBT_NO_PLAN_DATE,bez_ryb_NK,141,ЖК Космонавтов 11,,,Дебиторка без даты плана поступления,267264.32
warn,DEBT_NO_PLAN_DATE,bez_ryb_NK,142,ЖК Исеть Парк,,,Дебиторка без даты плана поступления,749636.11
warn,DEBT_NO_PLAN_DATE,bez_ryb_NK,143,ЖК Утес,,,Дебиторка без даты плана поступления,218229.04
warn,DEBT_NO_PLAN_DATE,bez_ryb_NK,144,ЖК Нокса Парк,,,Дебиторка без даты плана поступления,529581.35
warn,DEBT_NO_PLAN_DATE,bez_ryb_NK,145,ЖК Рыбацкое,,,Дебиторка без даты плана поступления,1560971.98
warn,DEBT_NO_PLAN_DATE,bez_ryb_NK,146,ЖК Рыбацкое,,,Дебиторка без даты плана поступления,1077308.12
warn,DEBT_NO_PLAN_DATE,bez_ryb_NK,147,ЖК Рыбацкое,,,Дебиторка без даты плана поступления,950000.0
warn,DEBT_NO_PLAN_DATE,bez_ryb_NK,148,ЖК Новое К,,,Дебиторка без даты плана поступления,677663.74
warn,DEBT_NO_PLAN_DATE,bez_ryb_NK,149,ЖК Новое К,,,Дебиторка без даты плана поступления,713043.88
warn,PLACEHOLDER_DATE,bez_ryb_NK,149,ЖК Новое К,,Срок подписание акта по п 4.6,Placeholder: 09.01.1900,
warn,DEBT_NO_PLAN_DATE,bez_ryb_NK,150,ЖК Новое К,,,Дебиторка без даты плана поступления,459100.14
warn,PLACEHOLDER_DATE,bez_ryb_NK,150,ЖК Новое К,,Срок подписание акта по п 4.6,Placeholder: 09.01.1900,
warn,DEBT_NO_PLAN_DATE,bez_ryb_NK,151,ЖК Новое К,,,Дебиторка без даты плана поступления,335188.08
warn,PLACEHOLDER_DATE,bez_ryb_NK,151,ЖК Новое К,,Срок подписание акта по п 4.6,Placeholder: 09.01.1900,
warn,DEBT_NO_PLAN_DATE,bez_ryb_NK,152,ЖК Новое К,,,Дебиторка без даты плана поступления,287048.06
warn,PLACEHOLDER_DATE,bez_ryb_NK,152,ЖК Новое К,,Срок подписание акта по п 4.6,Placeholder: 09.01.1900,
warn,DEBT_NO_PLAN_DATE,bez_ryb_NK,153,ЖК Астрид,,,Дебиторка без даты плана поступления,425589.99
warn,DEBT_NO_PLAN_DATE,bez_ryb_NK,154,ЖК Астрид,,,Дебиторка без даты плана поступления,228370.58
warn,DEBT_NO_PLAN_DATE,bez_ryb_NK,155,ЖК Курортный,,,Дебиторка без даты плана поступления,575041.2
warn,DEBT_NO_PLAN_DATE,bez_ryb_NK,156,ЖК Курортный,,,Дебиторка без даты плана поступления,287784.93
warn,DEBT_NO_PLAN_DATE,bez_ryb_NK,157,ЖК Курортный,,,Дебиторка без даты плана поступления,461430.77
warn,DEBT_NO_PLAN_DATE,bez_ryb_NK,158,ЖК Курортный,,,Дебиторка без даты плана поступления,932969.73
warn,DEBT_NO_PLAN_DATE,bez_ryb_NK,159,ЖК Космонавтов 11,,,Дебиторка без даты плана поступления,1486782.15
warn,DEBT_NO_PLAN_DATE,bez_ryb_NK,160,ЖК Космонавтов 11,,,Дебиторка без даты плана поступления,267265.32
warn,DEBT_NO_PLAN_DATE,bez_ryb_NK,161,ЖК Исеть Парк,,,Дебиторка без даты плана поступления,749636.11
warn,DEBT_NO_PLAN_DATE,bez_ryb_NK,162,ЖК Утес,,,Дебиторка без даты плана поступления,218229.04
warn,DEBT_NO_PLAN_DATE,bez_ryb_NK,163,ЖК Нокса Парк,,,Дебиторка без даты плана поступления,529581.35
warn,DEBT_NO_PLAN_DATE,bez_ryb_NK,164,ЖК Рыбацкое,,,Дебиторка без даты плана поступления,1560971.98
warn,DEBT_NO_PLAN_DATE,bez_ryb_NK,165,ЖК Рыбацкое,,,Дебиторка без даты плана поступления,1077308.12
warn,DEBT_NO_PLAN_DATE,bez_ryb_NK,166,ЖК Рыбацкое,,,Дебиторка без даты плана поступления,950000.0
warn,DEBT_NO_PLAN_DATE,bez_ryb_NK,167,ЖК Новое К,,,Дебиторка без даты плана поступления,677663.74
warn,DEBT_NO_PLAN_DATE,bez_ryb_NK,168,ЖК Новое К,,,Дебиторка без даты плана поступления,713043.88
warn,DEBT_NO_PLAN_DATE,bez_ryb_NK,169,ЖК Новое К,,,Дебиторка без даты плана поступления,459100.14
warn,DEBT_NO_PLAN_DATE,bez_ryb_NK,170,ЖК Новое К,,,Дебиторка без даты плана поступления,335188.08
warn,DEBT_NO_PLAN_DATE,bez_ryb_NK,171,ЖК Новое К,,,Дебиторка без даты плана поступления,287048.06
warn,DEBT_NO_PLAN_DATE,bez_ryb_NK,172,ЖК Астрид,,,Дебиторка без даты плана поступления,425589.99
warn,DEBT_NO_PLAN_DATE,bez_ryb_NK,173,ЖК Астрид,,,Дебиторка без даты плана поступления,228370.58
warn,DEBT_NO_PLAN_DATE,bez_ryb_NK,174,ЖК Курортный,,,Дебиторка без даты плана поступления,575041.2
warn,DEBT_NO_PLAN_DATE,bez_ryb_NK,175,ЖК Курортный,,,Дебиторка без даты плана поступления,287784.93
warn,DEBT_NO_PLAN_DATE,bez_ryb_NK,176,ЖК Курортный,,,Дебиторка без даты плана поступления,461430.77
warn,DEBT_NO_PLAN_DATE,bez_ryb_NK,177,ЖК Курортный,,,Дебиторка без даты плана поступления,932969.73
warn,DEBT_NO_PLAN_DATE,bez_ryb_NK,178,ЖК Космонавтов 11,,,Дебиторка без даты плана поступления,1486782.15
warn,DEBT_NO_PLAN_DATE,bez_ryb_NK,179,ЖК Космонавтов 11,,,Дебиторка без даты плана поступления,267266.32
warn,DEBT_NO_PLAN_DATE,bez_ryb_NK,180,ЖК Исеть Парк,,,Дебиторка без даты плана поступления,749636.11
warn,DEBT_NO_PLAN_DATE,bez_ryb_NK,181,ЖК Утес,,,Дебиторка без даты плана поступления,218229.04
warn,DEBT_NO_PLAN_DATE,bez_ryb_NK,182,ЖК Нокса Парк,,,Дебиторка без даты плана поступления,529581.35
warn,DEBT_NO_PLAN_DATE,bez_ryb_NK,183,ЖК Рыбацкое,,,Дебиторка без даты плана поступления,1560971.98
warn,DEBT_NO_PLAN_DATE,bez_ryb_NK,184,ЖК Рыбацкое,,,Дебиторка без даты плана поступления,1077308.12
warn,DEBT_NO_PLAN_DATE,bez_ryb_NK,185,ЖК Рыбацкое,,,Дебиторка без даты плана поступления,950000.0
warn,DEBT_NO_PLAN_DATE,bez_ryb_NK,186,ЖК Новое К,,,Дебиторка без даты плана поступления,677663.74
warn,DEBT_NO_PLAN_DATE,bez_ryb_NK,187,ЖК Новое К,,,Дебиторка без даты плана поступления,713043.88
warn,DEBT_NO_PLAN_DATE,bez_ryb_NK,188,ЖК Новое К,,,Дебиторка без даты плана поступления,459100.14
warn,DEBT_NO_PLAN_DATE,bez_ryb_NK,189,ЖК Новое К,,,Дебиторка без даты плана поступления,335188.08
warn,DEBT_NO_PLAN_DATE,bez_ryb_NK,190,ЖК Новое К,,,Дебиторка без даты плана поступления,287048.06
warn,DEBT_NO_PLAN_DATE,bez_ryb_NK,191,ЖК Астрид,,,Дебиторка без даты плана поступления,425589.99
warn,DEBT_NO_PLAN_DATE,bez_ryb_NK,192,ЖК Астрид,,,Дебиторка без даты плана поступления,228370.58
warn,DEBT_NO_PLAN_DATE,bez_ryb_NK,193,ЖК Курортный,,,Дебиторка без даты плана поступления,575041.2
warn,DEBT_NO_PLAN_DATE,bez_ryb_NK,194,ЖК Курортный,,,Дебиторка без даты плана поступления,287784.93
warn,DEBT_NO_PLAN_DATE,bez_ryb_NK,195,ЖК Курортный,,,Дебиторка без даты плана поступления,461430.77
warn,DEBT_NO_PLAN_DATE,bez_ryb_NK,196,ЖК Курортный,,,Дебиторка без даты плана поступления,932969.73
warn,DEBT_NO_PLAN_DATE,bez_ryb_NK,197,ЖК Космонавтов 11,,,Дебиторка без даты плана поступления,1486782.15
warn,DEBT_NO_PLAN_DATE,bez_ryb_NK,198,ЖК Космонавтов 11,,,Дебиторка без даты плана поступления,267267.32
warn,DEBT_NO_PLAN_DATE,bez_ryb_NK,199,ЖК Исеть Парк,,,Дебиторка без даты плана поступления,749636.11
warn,DEBT_NO_PLAN_DATE,bez_ryb_NK,200,ЖК Утес,,,Дебиторка без даты плана поступления,218229.04
warn,DEBT_NO_PLAN_DATE,bez_ryb_NK,201,ЖК Нокса Парк,,,Дебиторка без даты плана поступления,529581.35
warn,DEBT_NO_PLAN_DATE,bez_ryb_NK,202,ЖК Рыбацкое,,,Дебиторка без даты плана поступления,1560971.98
warn,DEBT_NO_PLAN_DATE,bez_ryb_NK,203,ЖК Рыбацкое,,,Дебиторка без даты плана поступления,1077308.12
warn,DEBT_NO_PLAN_DATE,bez_ryb_NK,204,ЖК Рыбацкое,,,Дебиторка без даты плана поступления,950000.0
warn,DEBT_NO_PLAN_DATE,bez_ryb_NK,205,ЖК Новое К,,,Дебиторка без даты плана поступления,677663.74
warn,DEBT_NO_PLAN_DATE,bez_ryb_NK,206,ЖК Новое К,,,Дебиторка без даты плана поступления,713043.88
warn,DEBT_NO_PLAN_DATE,bez_ryb_NK,207,ЖК Новое К,,,Дебиторка без даты плана поступления,459100.14
warn,DEBT_NO_PLAN_DATE,bez_ryb_NK,208,ЖК Новое К,,,Дебиторка без даты плана поступления,335188.08
warn,DEBT_NO_PLAN_DATE,bez_ryb_NK,209,ЖК Новое К,,,Дебиторка без даты плана поступления,287048.06
warn,DEBT_NO_PLAN_DATE,bez_ryb_NK,210,ЖК Астрид,,,Дебиторка без даты плана поступления,425589.99
warn,DEBT_NO_PLAN_DATE,bez_ryb_NK,211,ЖК Астрид,,,Дебиторка без даты плана поступления,228370.58
warn,DEBT_NO_PLAN_DATE,bez_ryb_NK,212,ЖК Курортный,,,Дебиторка без даты плана поступления,575041.2
warn,DEBT_NO_PLAN_DATE,bez_ryb_NK,213,ЖК Курортный,,,Дебиторка без даты плана поступления,287784.93
warn,DEBT_NO_PLAN_DATE,bez_ryb_NK,214,ЖК Курортный,,,Дебиторка без даты плана поступления,461430.77
warn,DEBT_NO_PLAN_DATE,bez_ryb_NK,216,ЖК Космонавтов 11,,,Дебиторка без даты плана поступления,1486782.15
warn,DEBT_NO_PLAN_DATE,bez_ryb_NK,217,ЖК Космонавтов 11,,,Дебиторка без даты плана поступления,267268.32
warn,DEBT_NO_PLAN_DATE,bez_ryb_NK,218,ЖК Исеть Парк,,,Дебиторка без даты плана поступления,749636.11
warn,DEBT_NO_PLAN_DATE,bez_ryb_NK,219,ЖК Утес,,,Дебиторка без даты плана поступления,218229.04
warn,DEBT_NO_PLAN_DATE,bez_ryb_NK,220,ЖК Нокса Парк,,,Дебиторка без даты плана поступления,529581.35
warn,DEBT_NO_PLAN_DATE,bez_ryb_NK,221,ЖК Рыбацкое,,,Дебиторка без даты плана поступления,1560971.98
warn,DEBT_NO_PLAN_DATE,bez_ryb_NK,222,ЖК Рыбацкое,,,Дебиторка без даты плана поступления,1077308.12
warn,DEBT_NO_PLAN_DATE,bez_ryb_NK,223,ЖК Рыбацкое,,,Дебиторка без даты плана поступления,950000.0
warn,DEBT_NO_PLAN_DATE,bez_ryb_NK,224,ЖК Новое К,,,Дебиторка без даты плана поступления,677663.74
warn,DEBT_NO_PLAN_DATE,bez_ryb_NK,225,ЖК Новое К,,,Дебиторка без даты плана поступления,713043.88
warn,DEBT_NO_PLAN_DATE,bez_ryb_NK,226,ЖК Новое К,,,Дебиторка без даты плана поступления,459100.14
warn,DEBT_NO_PLAN_DATE,bez_ryb_NK,227,ЖК Новое К,,,Дебиторка без даты плана поступления,335188.08
warn,DEBT_NO_PLAN_DATE,bez_ryb_NK,228,ЖК Новое К,,,Дебиторка без даты плана поступления,287048.06
warn,DEBT_NO_PLAN_DATE,bez_ryb_NK,229,ЖК Астрид,,,Дебиторка без даты плана поступления,425589.99
warn,DEBT_NO_PLAN_DATE,bez_ryb_NK,230,ЖК Астрид,,,Дебиторка без даты плана поступления,228370.58
warn,DEBT_NO_PLAN_DATE,bez_ryb_NK,231,ЖК Курортный,,,Дебиторка без даты плана поступления,575041.2
warn,DEBT_NO_PLAN_DATE,bez_ryb_NK,232,ЖК Курортный,,,Дебиторка без даты плана поступления,287784.93
warn,DEBT_NO_PLAN_DATE,bez_ryb_NK,233,ЖК Курортный,,,Дебиторка без даты плана поступления,461430.77
warn,DEBT_NO_PLAN_DATE,bez_ryb_NK,234,ЖК Космонавтов 11,,,Дебиторка без даты плана поступления,1486782.15
warn,DEBT_NO_PLAN_DATE,bez_ryb_NK,235,ЖК Космонавтов 11,,,Дебиторка без даты плана поступления,267269.32
warn,DEBT_NO_PLAN_DATE,bez_ryb_NK,236,ЖК Исеть Парк,,,Дебиторка без даты плана поступления,749636.11
warn,DEBT_NO_PLAN_DATE,bez_ryb_NK,237,ЖК Утес,,,Дебиторка без даты плана поступления,218229.04
warn,DEBT_NO_PLAN_DATE,bez_ryb_NK,238,ЖК Нокса Парк,,,Дебиторка без даты плана поступления,529581.35
warn,DEBT_NO_PLAN_DATE,bez_ryb_NK,239,ЖК Рыбацкое,,,Дебиторка без даты плана поступления,1560971.98
warn,DEBT_NO_PLAN_DATE,bez_ryb_NK,240,ЖК Рыбацкое,,,Дебиторка без даты плана поступления,1412096.11
warn,DEBT_NO_PLAN_DATE,bez_ryb_NK,241,ЖК Рыбацкое,,,Дебиторка без даты плана поступления,1176625.45
warn,DEBT_NO_PLAN_DATE,bez_ryb_NK,242,ЖК Новое К,,,Дебиторка без даты плана поступления,677663.74
warn,DEBT_NO_PLAN_DATE,bez_ryb_NK,243,ЖК Новое К,,,Дебиторка без даты плана поступления,857075.74
warn,DEBT_NO_PLAN_DATE,bez_ryb_NK,244,ЖК Новое К,,,Дебиторка без даты плана поступления,582952.74
warn,DEBT_NO_PLAN_DATE,bez_ryb_NK,245,ЖК Новое К,,,Дебиторка без даты плана поступления,335188.08
warn,DEBT_NO_PLAN_DATE,bez_ryb_NK,246,ЖК Новое К,,,Дебиторка без даты плана поступления,346086.21
warn,DEBT_NO_PLAN_DATE,bez_ryb_NK,247,ЖК Астрид,,,Дебиторка без даты плана поступления,425589.99
warn,DEBT_NO_PLAN_DATE,bez_ryb_NK,248,ЖК Астрид,,,Дебиторка без даты плана поступления,386661.24
warn,DEBT_NO_PLAN_DATE,bez_ryb_NK,250,ЖК Курортный,,,Дебиторка без даты плана поступления,575041.2
warn,DEBT_NO_PLAN_DATE,bez_ryb_NK,251,ЖК Курортный,,,Дебиторка без даты плана поступления,405467.25
warn,DEBT_NO_PLAN_DATE,bez_ryb_NK,252,ЖК Курортный,,,Дебиторка без даты плана поступления,822304.85
warn,DEBT_NO_PLAN_DATE,bez_ryb_NK,254,ЖК Космонавтов 11,,,Дебиторка без даты плана поступления,1791676.56
warn,DEBT_NO_PLAN_DATE,bez_ryb_NK,255,ЖК Космонавтов 11,,,Дебиторка без даты плана поступления,322032.72
warn,DEBT_NO_PLAN_DATE,bez_ryb_NK,256,ЖК Исеть Парк,,,Дебиторка без даты плана поступления,903397.19
warn,DEBT_NO_PLAN_DATE,bez_ryb_NK,257,ЖК Утес,,,Дебиторка без даты плана поступления,262988.48
warn,DEBT_NO_PLAN_DATE,bez_ryb_NK,258,ЖК Нокса Парк,,,Дебиторка без даты плана поступления,595852.98
warn,DEBT_NO_PLAN_DATE,bez_ryb_NK,259,ЖК Рыбацкое,,,Дебиторка без даты плана поступления,1560971.98
warn,DEBT_NO_PLAN_DATE,bez_ryb_NK,260,ЖК Рыбацкое,,,Дебиторка без даты плана поступления,1412096.11
warn,DEBT_NO_PLAN_DATE,bez_ryb_NK,261,ЖК Рыбацкое,,,Дебиторка без даты плана поступления,1176625.45
warn,DEBT_NO_PLAN_DATE,bez_ryb_NK,262,ЖК Новое К,,,Дебиторка без даты плана поступления,677663.74
warn,DEBT_NO_PLAN_DATE,bez_ryb_NK,263,ЖК Новое К,,,Дебиторка без даты плана поступления,857075.74
warn,DEBT_NO_PLAN_DATE,bez_ryb_NK,264,ЖК Новое К,,,Дебиторка без даты плана поступления,582952.74
warn,DEBT_NO_PLAN_DATE,bez_ryb_NK,265,ЖК Новое К,,,Дебиторка без даты плана поступления,335188.08
warn,DEBT_NO_PLAN_DATE,bez_ryb_NK,266,ЖК Новое К,,,Дебиторка без даты плана поступления,346086.21
warn,DEBT_NO_PLAN_DATE,bez_ryb_NK,267,ЖК Астрид,,,Дебиторка без даты плана поступления,425589.99
warn,DEBT_NO_PLAN_DATE,bez_ryb_NK,268,ЖК Астрид,,,Дебиторка без даты плана поступления,386661.24
warn,DEBT_NO_PLAN_DATE,bez_ryb_NK,269,ЖК Курортный,,,Дебиторка без даты плана поступления,575041.2
warn,DEBT_NO_PLAN_DATE,bez_ryb_NK,270,ЖК Курортный,,,Дебиторка без даты плана поступления,405467.25
warn,DEBT_NO_PLAN_DATE,bez_ryb_NK,271,ЖК Курортный,,,Дебиторка без даты плана поступления,822304.85
warn,DEBT_NO_PLAN_DATE,bez_ryb_NK,272,ЖК Космонавтов 11,,,Дебиторка без даты плана поступления,1791676.56
warn,DEBT_NO_PLAN_DATE,bez_ryb_NK,273,ЖК Космонавтов 11,,,Дебиторка без даты плана поступления,322032.72
warn,DEBT_NO_PLAN_DATE,bez_ryb_NK,274,ЖК Исеть Парк,,,Дебиторка без даты плана поступления,903397.19
warn,DEBT_NO_PLAN_DATE,bez_ryb_NK,275,ЖК Утес,,,Дебиторка без даты плана поступления,262988.48
warn,DEBT_NO_PLAN_DATE,bez_ryb_NK,276,ЖК Нокса Парк,,,Дебиторка без даты плана поступления,595852.98
info,PAID_BUT_PLAN_DATE,bez_ryb_NK,5,ЖК Рыбацкое,,,"Оплачено, но дата плана заполнена",
info,PAID_BUT_PLAN_DATE,bez_ryb_NK,6,ЖК Рыбацкое,,,"Оплачено, но дата плана заполнена",
info,PAID_BUT_PLAN_DATE,bez_ryb_NK,8,ЖК Рыбацкое,,,"Оплачено, но дата плана заполнена",
info,PAID_BUT_PLAN_DATE,bez_ryb_NK,9,ЖК Рыбацкое,,,"Оплачено, но дата плана заполнена",
info,PAID_BUT_PLAN_DATE,bez_ryb_NK,10,ЖК Курортный,,,"Оплачено, но дата плана заполнена",
info,PAID_BUT_PLAN_DATE,bez_ryb_NK,11,ЖК Курортный,,,"Оплачено, но дата плана заполнена",
info,PAID_BUT_PLAN_DATE,bez_ryb_NK,12,ЖК Курортный,,,"Оплачено, но дата плана заполнена",
info,PAID_BUT_PLAN_DATE,bez_ryb_NK,13,ЖК Курортный,,,"Оплачено, но дата плана заполнена",
info,PAID_BUT_PLAN_DATE,bez_ryb_NK,14,ЖК Астрид,,,"Оплачено, но дата плана заполнена",
info,PAID_BUT_PLAN_DATE,bez_ryb_NK,15,ЖК Астрид,,,"Оплачено, но дата плана заполнена",
info,PAID_BUT_PLAN_DATE,bez_ryb_NK,16,ЖК Новое К,,,"Оплачено, но дата плана заполнена",
info,PAID_BUT_PLAN_DATE,bez_ryb_NK,17,ЖК Новое К,,,"Оплачено, но дата плана заполнена",
info,PAID_BUT_PLAN_DATE,bez_ryb_NK,18,ЖК Новое К,,,"Оплачено, но дата плана заполнена",
info,PAID_BUT_PLAN_DATE,bez_ryb_NK,19,ЖК Новое К,,,"Оплачено, но дата плана заполнена",
info,PAID_BUT_PLAN_DATE,bez_ryb_NK,20,ЖК Новое К,,,"Оплачено, но дата плана заполнена",
info,PAID_BUT_PLAN_DATE,bez_ryb_NK,21,ЖК Новое К,,,"Оплачено, но дата плана заполнена",
info,PAID_BUT_PLAN_DATE,bez_ryb_NK,22,ЖК Космонавтов 11,,,"Оплачено, но дата плана заполнена",
info,PAID_BUT_PLAN_DATE,bez_ryb_NK,23,ЖК Исеть Парк,,,"Оплачено, но дата плана заполнена",
info,PAID_BUT_PLAN_DATE,bez_ryb_NK,24,ЖК Утес,,,"Оплачено, но дата плана заполнена",
info,PAID_BUT_PLAN_DATE,bez_ryb_NK,25,ЖК Космонавтов 11,,,"Оплачено, но дата плана заполнена",
info,PAID_BUT_PLAN_DATE,bez_ryb_NK,26,ЖК Рыбацкое,,,"Оплачено, но дата плана заполнена",
info,PAID_BUT_PLAN_DATE,bez_ryb_NK,27,ЖК Рыбацкое,,,"Оплачено, но дата плана заполнена",
info,PAID_BUT_PLAN_DATE,bez_ryb_NK,28,ЖК Рыбацкое,,,"Оплачено, но дата плана заполнена",
info,PAID_BUT_PLAN_DATE,bez_ryb_NK,29,ЖК Курортный,,,"Оплачено, но дата плана заполнена",
info,PAID_BUT_PLAN_DATE,bez_ryb_NK,30,ЖК Курортный,,,"Оплачено, но дата плана заполнена",
info,PAID_BUT_PLAN_DATE,bez_ryb_NK,31,ЖК Курортный,,,"Оплачено, но дата плана заполнена",
info,PAID_BUT_PLAN_DATE,bez_ryb_NK,32,ЖК Курортный,,,"Оплачено, но дата плана заполнена",
info,PAID_BUT_PLAN_DATE,bez_ryb_NK,33,ЖК Астрид,,,"Оплачено, но дата плана заполнена",
info,PAID_BUT_PLAN_DATE,bez_ryb_NK,34,ЖК Астрид,,,"Оплачено, но дата плана заполнена",
info,PAID_BUT_PLAN_DATE,bez_ryb_NK,36,ЖК Новое К,,,"Оплачено, но дата плана заполнена",
info,PAID_BUT_PLAN_DATE,bez_ryb_NK,37,ЖК Новое К,,,"Оплачено, но дата плана заполнена",
info,PAID_BUT_PLAN_DATE,bez_ryb_NK,38,ЖК Новое К,,,"Оплачено, но дата плана заполнена",
info,PAID_BUT_PLAN_DATE,bez_ryb_NK,39,ЖК Новое К,,,"Оплачено, но дата плана заполнена",
info,PAID_BUT_PLAN_DATE,bez_ryb_NK,40,ЖК Новое К,,,"Оплачено, но дата плана заполнена",
info,PAID_BUT_PLAN_DATE,bez_ryb_NK,42,ЖК Космонавтов 11,,,"Оплачено, но дата плана заполнена",
info,PAID_BUT_PLAN_DATE,bez_ryb_NK,44,ЖК Исеть Парк,,,"Оплачено, но дата плана заполнена",
info,PAID_BUT_PLAN_DATE,bez_ryb_NK,45,ЖК Утес,,,"Оплачено, но дата плана заполнена",
info,PAID_BUT_PLAN_DATE,bez_ryb_NK,53,ЖК Новое К,,,"Оплачено, но дата плана заполнена",
info,PAID_BUT_PLAN_DATE,bez_ryb_NK,54,ЖК Новое К,,,"Оплачено, но дата плана заполнена",
info,PAID_BUT_PLAN_DATE,bez_ryb_NK,58,ЖК Курортный,,,"Оплачено, но дата плана заполнена",
